checkpoint_id,eval_task_id,k_value,accuracy,loss,num_adapt_steps,adapt_lr,num_examples_used
der_seq-cifar100_7,4,2,67.30000000000001,0.05761483412981033,5,0.01,20
der_seq-cifar100_7,4,5,79.10000000000001,0.0320571197271347,5,0.01,64
der_seq-cifar100_7,4,10,74.3,0.03905339539051056,5,0.01,128
der_seq-cifar100_7,5,0,52.900000000000006,0.08557110953330993,0,,0
der_seq-cifar100_7,5,1,67.5,0.0487021854519844,5,0.01,10
der_seq-cifar100_7,5,2,66.2,0.04943610763549805,5,0.01,20
der_seq-cifar100_7,5,5,79.0,0.026942245364189148,5,0.01,64
der_seq-cifar100_7,5,10,75.4,0.03351719969511032,5,0.01,128
der_seq-cifar100_7,6,0,57.699999999999996,0.08261986374855042,0,,0
der_seq-cifar100_7,6,1,68.7,0.043047859907150265,5,0.01,10
der_seq-cifar100_7,6,2,69.3,0.04348609375953674,5,0.01,20
der_seq-cifar100_7,6,5,76.0,0.03329555881023407,5,0.01,64
der_seq-cifar100_7,6,10,76.4,0.0312023908495903,5,0.01,128
der_seq-cifar100_7,7,0,78.8,0.026379212856292723,0,,0
der_seq-cifar100_7,7,1,81.39999999999999,0.024094116419553755,5,0.01,10
der_seq-cifar100_7,7,2,79.5,0.02604206657409668,5,0.01,20
der_seq-cifar100_7,7,5,82.19999999999999,0.023213555663824083,5,0.01,64
der_seq-cifar100_7,7,10,85.8,0.01880236005783081,5,0.01,128
der_seq-cifar100_7,8,0,0.0,0.23029250288009642,0,,0
der_seq-cifar100_7,8,1,0.3,0.1795933885574341,5,0.01,10
der_seq-cifar100_7,8,2,1.0,0.17380045223236085,5,0.01,20
der_seq-cifar100_7,8,5,2.9000000000000004,0.14703428840637206,5,0.01,64
der_seq-cifar100_7,8,10,11.0,0.10556162190437317,5,0.01,128
der_seq-cifar100_7,9,0,0.0,0.24742593860626222,0,,0
der_seq-cifar100_7,9,1,0.0,0.18690446472167968,5,0.01,10
der_seq-cifar100_7,9,2,0.4,0.17900552129745484,5,0.01,20
der_seq-cifar100_7,9,5,0.8999999999999999,0.14765644407272338,5,0.01,64
der_seq-cifar100_7,9,10,9.6,0.10718247246742249,5,0.01,128
der_seq-cifar100_8,0,0,70.89999999999999,0.11246926760673523,0,,0
der_seq-cifar100_8,0,1,75.0,0.06163041090965271,5,0.01,10
der_seq-cifar100_8,0,2,76.5,0.05194486606121063,5,0.01,20
der_seq-cifar100_8,0,5,79.60000000000001,0.030579674303531645,5,0.01,64
der_seq-cifar100_8,0,10,77.9,0.02783747473359108,5,0.01,128
der_seq-cifar100_8,1,0,51.800000000000004,0.11877769827842713,0,,0
der_seq-cifar100_8,1,1,60.5,0.0741796921491623,5,0.01,10
der_seq-cifar100_8,1,2,66.60000000000001,0.0593168466091156,5,0.01,20
der_seq-cifar100_8,1,5,73.6,0.036342385470867156,5,0.01,64
der_seq-cifar100_8,1,10,68.0,0.04213459956645966,5,0.01,128
der_seq-cifar100_8,2,0,58.599999999999994,0.09755232334136962,0,,0
der_seq-cifar100_8,2,1,71.39999999999999,0.05341340780258179,5,0.01,10
der_seq-cifar100_8,2,2,70.5,0.05050524246692657,5,0.01,20
der_seq-cifar100_8,2,5,76.7,0.036652095317840576,5,0.01,64
der_seq-cifar100_8,2,10,68.7,0.04457338756322861,5,0.01,128
der_seq-cifar100_8,3,0,47.9,0.10507473087310791,0,,0
der_seq-cifar100_8,3,1,62.7,0.06408486676216125,5,0.01,10
der_seq-cifar100_8,3,2,66.5,0.05231489163637161,5,0.01,20
der_seq-cifar100_8,3,5,74.6,0.038064387381076814,5,0.01,64
der_seq-cifar100_8,3,10,67.0,0.05283782511949539,5,0.01,128
der_seq-cifar100_8,4,0,55.60000000000001,0.09617504405975341,0,,0
der_seq-cifar100_8,4,1,70.0,0.051637306809425354,5,0.01,10
der_seq-cifar100_8,4,2,68.89999999999999,0.054836345911026,5,0.01,20
der_seq-cifar100_8,4,5,78.5,0.031449327647686,5,0.01,64
der_seq-cifar100_8,4,10,71.8,0.047721260130405424,5,0.01,128
der_seq-cifar100_8,5,0,50.3,0.09862428069114686,0,,0
der_seq-cifar100_8,5,1,62.7,0.05517686641216278,5,0.01,10
der_seq-cifar100_8,5,2,71.39999999999999,0.04421892464160919,5,0.01,20
der_seq-cifar100_8,5,5,76.6,0.030405791819095612,5,0.01,64
der_seq-cifar100_8,5,10,75.5,0.028640729427337648,5,0.01,128
der_seq-cifar100_8,6,0,53.1,0.08867624282836914,0,,0
der_seq-cifar100_8,6,1,67.2,0.04536950206756592,5,0.01,10
der_seq-cifar100_8,6,2,69.19999999999999,0.044337126016616824,5,0.01,20
der_seq-cifar100_8,6,5,74.9,0.03426898121833801,5,0.01,64
der_seq-cifar100_8,6,10,77.0,0.03110131573677063,5,0.01,128
der_seq-cifar100_8,7,0,45.4,0.09361294293403626,0,,0
der_seq-cifar100_8,7,1,62.1,0.05627648329734802,5,0.01,10
der_seq-cifar100_8,7,2,61.9,0.054609069705009464,5,0.01,20
der_seq-cifar100_8,7,5,66.5,0.045429341733455655,5,0.01,64
der_seq-cifar100_8,7,10,75.3,0.030153920292854307,5,0.01,128
der_seq-cifar100_8,8,0,87.2,0.016198519453406335,0,,0
der_seq-cifar100_8,8,1,87.1,0.01613162210583687,5,0.01,10
der_seq-cifar100_8,8,2,88.4,0.014548815548419953,5,0.01,20
der_seq-cifar100_8,8,5,89.5,0.014027158673852682,5,0.01,64
der_seq-cifar100_8,8,10,88.7,0.013720510192215443,5,0.01,128
der_seq-cifar100_8,9,0,0.0,0.25342933797836303,0,,0
der_seq-cifar100_8,9,1,0.0,0.19114476299285887,5,0.01,10
der_seq-cifar100_8,9,2,0.0,0.1837511749267578,5,0.01,20
der_seq-cifar100_8,9,5,4.2,0.14871422338485718,5,0.01,64
der_seq-cifar100_8,9,10,17.299999999999997,0.10332177901268005,5,0.01,128
der_seq-cifar100_9,0,0,70.39999999999999,0.10338510799407959,0,,0
der_seq-cifar100_9,0,1,72.8,0.0644026358127594,5,0.01,10
der_seq-cifar100_9,0,2,75.3,0.049593162655830386,5,0.01,20
der_seq-cifar100_9,0,5,78.60000000000001,0.03201903998851776,5,0.01,64
der_seq-cifar100_9,0,10,74.0,0.03028822934627533,5,0.01,128
der_seq-cifar100_9,1,0,46.800000000000004,0.12300372457504273,0,,0
der_seq-cifar100_9,1,1,63.2,0.07425687825679779,5,0.01,10
der_seq-cifar100_9,1,2,66.0,0.06417803049087524,5,0.01,20
der_seq-cifar100_9,1,5,76.5,0.037873704075813294,5,0.01,64
der_seq-cifar100_9,1,10,70.19999999999999,0.04056139677762985,5,0.01,128
der_seq-cifar100_9,2,0,53.300000000000004,0.1049515540599823,0,,0
der_seq-cifar100_9,2,1,71.89999999999999,0.05089776706695557,5,0.01,10
der_seq-cifar100_9,2,2,71.3,0.05054824507236481,5,0.01,20
der_seq-cifar100_9,2,5,76.2,0.039768097639083864,5,0.01,64
der_seq-cifar100_9,2,10,77.7,0.03386710011959076,5,0.01,128
der_seq-cifar100_9,3,0,46.0,0.11352834916114807,0,,0
der_seq-cifar100_9,3,1,67.0,0.05900733608007431,5,0.01,10
der_seq-cifar100_9,3,2,71.1,0.045172323048114776,5,0.01,20
der_seq-cifar100_9,3,5,68.10000000000001,0.04617768144607544,5,0.01,64
der_seq-cifar100_9,3,10,64.5,0.050427657902240755,5,0.01,128
der_seq-cifar100_9,4,0,57.3,0.09336203956604004,0,,0
der_seq-cifar100_9,4,1,72.6,0.04749698996543884,5,0.01,10
der_seq-cifar100_9,4,2,73.4,0.042388392448425294,5,0.01,20
der_seq-cifar100_9,4,5,80.30000000000001,0.02926745653152466,5,0.01,64
der_seq-cifar100_9,4,10,78.5,0.030103693872690202,5,0.01,128
der_seq-cifar100_9,5,0,48.9,0.096025053024292,0,,0
der_seq-cifar100_9,5,1,61.0,0.05928132390975952,5,0.01,10
der_seq-cifar100_9,5,2,67.2,0.05213666546344757,5,0.01,20
der_seq-cifar100_9,5,5,75.6,0.03151917862892151,5,0.01,64
der_seq-cifar100_9,5,10,71.8,0.04294683820009232,5,0.01,128
der_seq-cifar100_9,6,0,51.7,0.10325099349021911,0,,0
der_seq-cifar100_9,6,1,65.4,0.05247936081886292,5,0.01,10
der_seq-cifar100_9,6,2,69.6,0.0464721069931984,5,0.01,20
der_seq-cifar100_9,6,5,73.4,0.03809851092100144,5,0.01,64
der_seq-cifar100_9,6,10,76.9,0.03127753269672394,5,0.01,128
der_seq-cifar100_9,7,0,41.8,0.11259039092063904,0,,0
der_seq-cifar100_9,7,1,66.2,0.0507985223531723,5,0.01,10
der_seq-cifar100_9,7,2,66.8,0.050293636620044706,5,0.01,20
der_seq-cifar100_9,7,5,70.8,0.041291023969650266,5,0.01,64
der_seq-cifar100_9,7,10,78.9,0.02782179069519043,5,0.01,128
der_seq-cifar100_9,8,0,62.4,0.06332916069030761,0,,0
der_seq-cifar100_9,8,1,70.0,0.039982453346252445,5,0.01,10
der_seq-cifar100_9,8,2,73.1,0.034971383541822436,5,0.01,20
der_seq-cifar100_9,8,5,79.5,0.02659998083114624,5,0.01,64
der_seq-cifar100_9,8,10,74.3,0.038195263385772706,5,0.01,128
der_seq-cifar100_9,9,0,82.39999999999999,0.02218664589524269,0,,0
der_seq-cifar100_9,9,1,76.9,0.028467181354761124,5,0.01,10
der_seq-cifar100_9,9,2,80.80000000000001,0.02452885523438454,5,0.01,20
der_seq-cifar100_9,9,5,81.8,0.022668774753808976,5,0.01,64
der_seq-cifar100_9,9,10,85.3,0.01756011438369751,5,0.01,128
