checkpoint_id,eval_task_id,k_value,accuracy,loss,num_adapt_steps,adapt_lr,num_examples_used,AUAC,Clipped_AUAC,SAUCE,Clipped_SAUCE
derpp_seq-cifar100_0,0,0,87.8,0.0127749813646078,0,,0,0.012798218056559563,0.012726393528282642,0.6214580535888672,0.7054581642150879
derpp_seq-cifar100_0,0,1,88.2,0.0128927563875913,5,0.001,10,0.012798218056559563,0.012726393528282642,0.6214580535888672,0.7054581642150879
derpp_seq-cifar100_0,0,2,88.1,0.0127627362199127,5,0.001,20,0.012798218056559563,0.012726393528282642,0.6214580535888672,0.7054581642150879
derpp_seq-cifar100_0,0,5,87.9,0.0129128513410687,5,0.001,64,0.012798218056559563,0.012726393528282642,0.6214580535888672,0.7054581642150879
derpp_seq-cifar100_0,0,10,88.5,0.0126100189536809,5,0.001,128,0.012798218056559563,0.012726393528282642,0.6214580535888672,0.7054581642150879
derpp_seq-cifar100_0,1,0,0.0,0.347577054977417,0,,0,0.31497952342033386,0.31497952342033386,0.44602757692337036,0.44602757692337036
derpp_seq-cifar100_0,1,1,0.0,0.3338236112594605,5,0.001,10,0.31497952342033386,0.31497952342033386,0.44602757692337036,0.44602757692337036
derpp_seq-cifar100_0,1,2,0.0,0.3285961322784423,5,0.001,20,0.31497952342033386,0.31497952342033386,0.44602757692337036,0.44602757692337036
derpp_seq-cifar100_0,1,5,0.0,0.3157890357971191,5,0.001,64,0.31497952342033386,0.31497952342033386,0.44602757692337036,0.44602757692337036
derpp_seq-cifar100_0,1,10,0.0,0.2887337675094604,5,0.001,128,0.31497952342033386,0.31497952342033386,0.44602757692337036,0.44602757692337036
derpp_seq-cifar100_0,2,0,0.0,0.3553959379196167,0,,0,0.32283490896224976,0.32283490896224976,0.5079023241996765,0.5079023241996765
derpp_seq-cifar100_0,2,1,0.0,0.3432475852966308,5,0.001,10,0.32283490896224976,0.32283490896224976,0.5079023241996765,0.5079023241996765
derpp_seq-cifar100_0,2,2,0.0,0.3408095293045044,5,0.001,20,0.32283490896224976,0.32283490896224976,0.5079023241996765,0.5079023241996765
derpp_seq-cifar100_0,2,5,0.0,0.3256785163879394,5,0.001,64,0.32283490896224976,0.32283490896224976,0.5079023241996765,0.5079023241996765
derpp_seq-cifar100_0,2,10,0.0,0.2892280807495117,5,0.001,128,0.32283490896224976,0.32283490896224976,0.5079023241996765,0.5079023241996765
derpp_seq-cifar100_0,3,0,0.0,0.3489085493087768,0,,0,0.3132527768611908,0.3132527768611908,0.44515660405158997,0.44515660405158997
derpp_seq-cifar100_0,3,1,0.0,0.3324051856994628,5,0.001,10,0.3132527768611908,0.3132527768611908,0.44515660405158997,0.44515660405158997
