checkpoint_id,eval_task_id,k_value,accuracy,loss,num_adapt_steps,adapt_lr,num_examples_used,AUAC,Clipped_AUAC,SAUCE,Clipped_SAUCE
meta-sgd_seq-mnist_reptile_parallel_0,0,0,99.95271867612291,4.541079305116765e-05,0,,0,4.5298529585124925e-05,4.5295200834516436e-05,0.32884758710861206,0.3091396391391754
meta-sgd_seq-mnist_reptile_parallel_0,0,1,99.95271867612291,4.540550657601677e-05,10,0.01,2,4.5298529585124925e-05,4.5295200834516436e-05,0.32884758710861206,0.3091396391391754
meta-sgd_seq-mnist_reptile_parallel_0,0,2,99.95271867612291,4.53807086693167e-05,10,0.01,4,4.5298529585124925e-05,4.5295200834516436e-05,0.32884758710861206,0.3091396391391754
meta-sgd_seq-mnist_reptile_parallel_0,0,5,99.95271867612291,4.524302991866971e-05,10,0.01,10,4.5298529585124925e-05,4.5295200834516436e-05,0.32884758710861206,0.3091396391391754
meta-sgd_seq-mnist_reptile_parallel_0,0,10,99.95271867612291,4.5256333083481845e-05,10,0.01,20,4.5298529585124925e-05,4.5295200834516436e-05,0.32884758710861206,0.3091396391391754
meta-sgd_seq-mnist_reptile_parallel_0,1,0,0.0,0.1844777869430975,0,,0,0.04014423117041588,0.04014423117041588,0.08257565647363663,0.08257565647363663
meta-sgd_seq-mnist_reptile_parallel_0,1,1,0.9794319294809012,0.0465032101611549,10,0.01,2,0.04014423117041588,0.04014423117041588,0.08257565647363663,0.08257565647363663
meta-sgd_seq-mnist_reptile_parallel_0,1,2,9.255631733594514,0.0363118843513884,10,0.01,4,0.04014423117041588,0.04014423117041588,0.08257565647363663,0.08257565647363663
meta-sgd_seq-mnist_reptile_parallel_0,1,5,22.820763956905,0.0305484609202236,10,0.01,10,0.04014423117041588,0.04014423117041588,0.08257565647363663,0.08257565647363663
meta-sgd_seq-mnist_reptile_parallel_0,1,10,18.266405484818804,0.0271530365033201,10,0.01,20,0.04014423117041588,0.04014423117041588,0.08257565647363663,0.08257565647363663
meta-sgd_seq-mnist_reptile_parallel_0,2,0,0.0,0.1288237958478571,0,,0,0.036060821264982224,0.036011286079883575,0.07741006463766098,0.07691739499568939
meta-sgd_seq-mnist_reptile_parallel_0,2,1,0.0,0.0442425634715956,10,0.01,2,0.036060821264982224,0.036011286079883575,0.07741006463766098,0.07691739499568939
meta-sgd_seq-mnist_reptile_parallel_0,2,2,2.56136606189968,0.0338272297140628,10,0.01,4,0.036060821264982224,0.036011286079883575,0.07741006463766098,0.07691739499568939
meta-sgd_seq-mnist_reptile_parallel_0,2,5,17.6093916755603,0.0282775274971887,10,0.01,10,0.036060821264982224,0.036011286079883575,0.07741006463766098,0.07691739499568939
meta-sgd_seq-mnist_reptile_parallel_0,2,10,19.903948772678763,0.0284756728017597,10,0.01,20,0.036060821264982224,0.036011286079883575,0.07741006463766098,0.07691739499568939
meta-sgd_seq-mnist_reptile_parallel_0,3,0,0.0,0.1572036647124353,0,,0,0.03790447115898132,0.03790447115898132,0.09832003712654114,0.09832003712654114
meta-sgd_seq-mnist_reptile_parallel_0,3,1,0.2014098690835851,0.0584340747389548,10,0.01,2,0.03790447115898132,0.03790447115898132,0.09832003712654114,0.09832003712654114
meta-sgd_seq-mnist_reptile_parallel_0,3,2,10.372608257804632,0.035456911374675,10,0.01,4,0.03790447115898132,0.03790447115898132,0.09832003712654114,0.09832003712654114
meta-sgd_seq-mnist_reptile_parallel_0,3,5,23.11178247734139,0.027213758152177,10,0.01,10,0.03790447115898132,0.03790447115898132,0.09832003712654114,0.09832003712654114
meta-sgd_seq-mnist_reptile_parallel_0,3,10,33.48439073514602,0.0248959734360617,10,0.01,20,0.03790447115898132,0.03790447115898132,0.09832003712654114,0.09832003712654114
meta-sgd_seq-mnist_reptile_parallel_0,4,0,0.0,0.1581386089084488,0,,0,0.03563428670167923,0.03563428670167923,0.09421221911907196,0.09421221911907196
meta-sgd_seq-mnist_reptile_parallel_0,4,1,0.0,0.0541429692786327,10,0.01,2,0.03563428670167923,0.03563428670167923,0.09421221911907196,0.09421221911907196
meta-sgd_seq-mnist_reptile_parallel_0,4,2,0.4034291477559254,0.0351996144680921,10,0.01,4,0.03563428670167923,0.03563428670167923,0.09421221911907196,0.09421221911907196
meta-sgd_seq-mnist_reptile_parallel_0,4,5,17.2970247100353,0.0238750633181073,10,0.01,10,0.03563428670167923,0.03563428670167923,0.09421221911907196,0.09421221911907196
meta-sgd_seq-mnist_reptile_parallel_0,4,10,33.53504790721129,0.0228924487374133,10,0.01,20,0.03563428670167923,0.03563428670167923,0.09421221911907196,0.09421221911907196
meta-sgd_seq-mnist_reptile_parallel_1,0,0,99.76359338061464,0.1140688332541896,0,,0,0.0183735229074955,0.0183735229074955,0.06096106395125389,0.06096106395125389
meta-sgd_seq-mnist_reptile_parallel_1,0,1,99.81087470449172,0.0170087902258473,10,0.01,2,0.0183735229074955,0.0183735229074955,0.06096106395125389,0.06096106395125389
meta-sgd_seq-mnist_reptile_parallel_1,0,2,99.8581560283688,0.0148708665624577,10,0.01,4,0.0183735229074955,0.0183735229074955,0.06096106395125389,0.06096106395125389
meta-sgd_seq-mnist_reptile_parallel_1,0,5,99.81087470449172,0.0123868713705815,10,0.01,10,0.0183735229074955,0.0183735229074955,0.06096106395125389,0.06096106395125389
meta-sgd_seq-mnist_reptile_parallel_1,0,10,99.81087470449172,0.0121611204271339,10,0.01,20,0.0183735229074955,0.0183735229074955,0.06096106395125389,0.06096106395125389
meta-sgd_seq-mnist_reptile_parallel_1,1,0,96.47404505386876,0.0015527118420653,0,,0,0.0015422427095472813,0.0014634619001299143,0.4802663028240204,0.1381205916404724
meta-sgd_seq-mnist_reptile_parallel_1,1,1,96.57198824681684,0.0015404117681326,10,0.01,2,0.0015422427095472813,0.0014634619001299143,0.4802663028240204,0.1381205916404724
meta-sgd_seq-mnist_reptile_parallel_1,1,2,96.71890303623898,0.0014491589862149,10,0.01,4,0.0015422427095472813,0.0014634619001299143,0.4802663028240204,0.1381205916404724
meta-sgd_seq-mnist_reptile_parallel_1,1,5,95.93535749265426,0.0016429750768725,10,0.01,10,0.0015422427095472813,0.0014634619001299143,0.4802663028240204,0.1381205916404724
meta-sgd_seq-mnist_reptile_parallel_1,1,10,96.91478942213516,0.0014541768295604,10,0.01,20,0.0015422427095472813,0.0014634619001299143,0.4802663028240204,0.1381205916404724
meta-sgd_seq-mnist_reptile_parallel_1,2,0,0.0,0.1327614104862274,0,,0,0.05068322271108627,0.05068322271108627,0.1424023061990738,0.1424023061990738
meta-sgd_seq-mnist_reptile_parallel_1,2,1,0.0,0.0730832785908669,10,0.01,2,0.05068322271108627,0.05068322271108627,0.1424023061990738,0.1424023061990738
meta-sgd_seq-mnist_reptile_parallel_1,2,2,0.0,0.0592246712081078,10,0.01,4,0.05068322271108627,0.05068322271108627,0.1424023061990738,0.1424023061990738
meta-sgd_seq-mnist_reptile_parallel_1,2,5,0.2668089647812166,0.0390707754401794,10,0.01,10,0.05068322271108627,0.05068322271108627,0.1424023061990738,0.1424023061990738
meta-sgd_seq-mnist_reptile_parallel_1,2,10,2.40128068303095,0.0370543132851192,10,0.01,20,0.05068322271108627,0.05068322271108627,0.1424023061990738,0.1424023061990738
meta-sgd_seq-mnist_reptile_parallel_1,3,0,0.0,0.137942309586063,0,,0,0.0452665276825428,0.04509805887937546,0.07872167229652405,0.07704697549343109
meta-sgd_seq-mnist_reptile_parallel_1,3,1,0.0,0.0532725961786982,10,0.01,2,0.0452665276825428,0.04509805887937546,0.07872167229652405,0.07704697549343109
meta-sgd_seq-mnist_reptile_parallel_1,3,2,0.0,0.0429889243414995,10,0.01,4,0.0452665276825428,0.04509805887937546,0.07872167229652405,0.07704697549343109
meta-sgd_seq-mnist_reptile_parallel_1,3,5,0.0,0.0373475369129776,10,0.01,10,0.0452665276825428,0.04509805887937546,0.07872167229652405,0.07704697549343109
meta-sgd_seq-mnist_reptile_parallel_1,3,10,0.0,0.0380214024166326,10,0.01,20,0.0452665276825428,0.04509805887937546,0.07872167229652405,0.07704697549343109
meta-sgd_seq-mnist_reptile_parallel_1,4,0,0.0,0.1567117947854,0,,0,0.047883257269859314,0.047883257269859314,0.09343098104000092,0.09343098104000092
meta-sgd_seq-mnist_reptile_parallel_1,4,1,0.0,0.0606977634218324,10,0.01,2,0.047883257269859314,0.047883257269859314,0.09343098104000092,0.09343098104000092
meta-sgd_seq-mnist_reptile_parallel_1,4,2,0.0,0.0491911581051932,10,0.01,4,0.047883257269859314,0.047883257269859314,0.09343098104000092,0.09343098104000092
