checkpoint_id,eval_task_id,k_value,accuracy,loss,num_adapt_steps,adapt_lr,layer_min,num_examples_used,AUAC,Clipped_AUAC,SAUCE,Clipped_SAUCE
sgd_seq-mnist_0,0,0,99.85680190930788,0.0001363314490348,0,,,0,0.14319610595703125,0.14319610595703125,0.0,0.0
sgd_seq-mnist_0,0,1,99.85680190930788,0.000136166058176,10,0.1,0.0,2,0.14319610595703125,0.14319610595703125,0.0,0.0
sgd_seq-mnist_0,0,2,99.85680190930788,0.0001363942610849,10,0.1,0.0,4,0.14319610595703125,0.14319610595703125,0.0,0.0
sgd_seq-mnist_0,0,5,99.85680190930788,0.0001347798921801,10,0.1,0.0,10,0.14319610595703125,0.14319610595703125,0.0,0.0
sgd_seq-mnist_0,0,10,99.85680190930788,0.0001312187925634,10,0.1,0.0,20,0.14319610595703125,0.14319610595703125,0.0,0.0
sgd_seq-mnist_0,1,0,0.0,0.3775535610851737,0,,,0,45.178043365478516,27.183483123779297,0.296190470457077,0.06517460197210312
sgd_seq-mnist_0,1,1,66.07319485657764,0.0238207645426871,10,0.1,0.0,2,45.178043365478516,27.183483123779297,0.296190470457077,0.06517460197210312
sgd_seq-mnist_0,1,2,77.89317507418397,0.0168731893854018,10,0.1,0.0,4,45.178043365478516,27.183483123779297,0.296190470457077,0.06517460197210312
sgd_seq-mnist_0,1,5,50.0,0.0404261035216432,10,0.1,0.0,10,45.178043365478516,27.183483123779297,0.296190470457077,0.06517460197210312
sgd_seq-mnist_0,1,10,50.54401582591493,0.0318624106347266,10,0.1,0.0,20,45.178043365478516,27.183483123779297,0.296190470457077,0.06517460197210312
sgd_seq-mnist_0,2,0,0.0,0.3154218482353926,0,,,0,17.308521270751953,17.308521270751953,0.10554259270429611,0.10554259270429611
sgd_seq-mnist_0,2,1,64.18554476806904,0.0245895973269093,10,0.1,0.0,2,17.308521270751953,17.308521270751953,0.10554259270429611,0.10554259270429611
sgd_seq-mnist_0,2,2,82.63214670981661,0.0147812047404635,10,0.1,0.0,4,17.308521270751953,17.308521270751953,0.10554259270429611,0.10554259270429611
sgd_seq-mnist_0,2,5,91.58576051779936,0.0094536562543663,10,0.1,0.0,10,17.308521270751953,17.308521270751953,0.10554259270429611,0.10554259270429611
sgd_seq-mnist_0,2,10,92.4487594390507,0.0082714900800389,10,0.1,0.0,20,17.308521270751953,17.308521270751953,0.10554259270429611,0.10554259270429611
sgd_seq-mnist_0,3,0,0.0,0.3488009560508379,0,,,0,12.672941207885742,12.339776039123535,0.07297516614198685,0.06943843513727188
sgd_seq-mnist_0,3,1,88.09766022380468,0.0148290477821931,10,0.1,0.0,2,12.672941207885742,12.339776039123535,0.07297516614198685,0.06943843513727188
sgd_seq-mnist_0,3,2,86.62258392675484,0.0169307105660074,10,0.1,0.0,4,12.672941207885742,12.339776039123535,0.07297516614198685,0.06943843513727188
sgd_seq-mnist_0,3,5,94.20142421159716,0.0086562623983269,10,0.1,0.0,10,12.672941207885742,12.339776039123535,0.07297516614198685,0.06943843513727188
sgd_seq-mnist_0,3,10,94.04883011190232,0.0073667369187939,10,0.1,0.0,20,12.672941207885742,12.339776039123535,0.07297516614198685,0.06943843513727188
sgd_seq-mnist_0,4,0,0.0,0.3620187892515442,0,,,0,32.84259033203125,31.749874114990234,0.16404566168785095,0.1504438817501068
sgd_seq-mnist_0,4,1,53.43861436576668,0.0321056081880675,10,0.1,0.0,2,32.84259033203125,31.749874114990234,0.16404566168785095,0.1504438817501068
sgd_seq-mnist_0,4,2,51.09526235354049,0.0388035682835144,10,0.1,0.0,4,32.84259033203125,31.749874114990234,0.16404566168785095,0.1504438817501068
sgd_seq-mnist_0,4,5,80.3362200713194,0.0145645181682118,10,0.1,0.0,10,32.84259033203125,31.749874114990234,0.16404566168785095,0.1504438817501068
sgd_seq-mnist_0,4,10,77.84004075394803,0.0155315839904215,10,0.1,0.0,20,32.84259033203125,31.749874114990234,0.16404566168785095,0.1504438817501068
sgd_seq-mnist_1,0,0,67.30310262529832,0.2742681102707164,0,,,0,1.7446300983428955,1.7207634449005127,0.05335765704512596,0.052627719938755035
sgd_seq-mnist_1,0,1,99.618138424821,0.0059533521301848,10,0.1,0.0,2,1.7446300983428955,1.7207634449005127,0.05335765704512596,0.052627719938755035
sgd_seq-mnist_1,0,2,99.76133651551312,0.0035222763066715,10,0.1,0.0,4,1.7446300983428955,1.7207634449005127,0.05335765704512596,0.052627719938755035
sgd_seq-mnist_1,0,5,100.0,0.0029349570511562,10,0.1,0.0,10,1.7446300983428955,1.7207634449005127,0.05335765704512596,0.052627719938755035
sgd_seq-mnist_1,0,10,99.90453460620526,0.0022952032255493,10,0.1,0.0,20,1.7446300983428955,1.7207634449005127,0.05335765704512596,0.052627719938755035
sgd_seq-mnist_1,1,0,97.62611275964392,0.0022604008819322,0,,,0,2.8956470489501953,2.3738861083984375,0.5274999141693115,0.0
sgd_seq-mnist_1,1,1,97.57665677546984,0.0022508910517222,10,0.1,0.0,2,2.8956470489501953,2.3738861083984375,0.5274999141693115,0.0
sgd_seq-mnist_1,1,2,97.57665677546984,0.0022771071863895,10,0.1,0.0,4,2.8956470489501953,2.3738861083984375,0.5274999141693115,0.0
sgd_seq-mnist_1,1,5,96.6369930761622,0.0034446203431163,10,0.1,0.0,10,2.8956470489501953,2.3738861083984375,0.5274999141693115,0.0
sgd_seq-mnist_1,1,10,97.18100890207717,0.0028096458813729,10,0.1,0.0,20,2.8956470489501953,2.3738861083984375,0.5274999141693115,0.0
sgd_seq-mnist_1,2,0,0.0,0.3016334511058359,0,,,0,19.61974334716797,19.61974334716797,0.10495496541261673,0.10495496541261673
sgd_seq-mnist_1,2,1,74.11003236245955,0.0189662385719879,10,0.1,0.0,2,19.61974334716797,19.61974334716797,0.10495496541261673,0.10495496541261673
sgd_seq-mnist_1,2,2,76.53721682847896,0.0154803230828066,10,0.1,0.0,4,19.61974334716797,19.61974334716797,0.10495496541261673,0.10495496541261673
sgd_seq-mnist_1,2,5,88.02588996763754,0.0107338700600233,10,0.1,0.0,10,19.61974334716797,19.61974334716797,0.10495496541261673,0.10495496541261673
sgd_seq-mnist_1,2,10,89.80582524271846,0.0094406370559813,10,0.1,0.0,20,19.61974334716797,19.61974334716797,0.10495496541261673,0.10495496541261673
sgd_seq-mnist_1,3,0,0.0,0.2989466930090593,0,,,0,16.917598724365234,12.166837692260742,0.10645515471696854,0.055361103266477585
