checkpoint_id,eval_task_id,k_value,accuracy,loss,num_adapt_steps,adapt_lr,layer_min,num_examples_used,AUAC,Clipped_AUAC,SAUCE,Clipped_SAUCE
er_smooth-rot-mnist_0,0,0,98.1818181818182,0.0009687106167389,0,,,0,0.0009724825504235923,0.0009637551847845316,0.4779301881790161,0.34995412826538086
er_smooth-rot-mnist_0,0,1,97.95454545454544,0.0009732436092401,10,0.1,0.0,10,0.0009724825504235923,0.0009637551847845316,0.4779301881790161,0.34995412826538086
er_smooth-rot-mnist_0,0,2,98.4090909090909,0.0009802774737843,10,0.1,0.0,20,0.0009724825504235923,0.0009637551847845316,0.4779301881790161,0.34995412826538086
er_smooth-rot-mnist_0,0,5,98.1818181818182,0.0009610867889767,10,0.1,0.0,64,0.0009724825504235923,0.0009637551847845316,0.4779301881790161,0.34995412826538086
er_smooth-rot-mnist_0,0,10,98.4090909090909,0.0009849297411909,10,0.1,0.0,128,0.0009724825504235923,0.0009637551847845316,0.4779301881790161,0.34995412826538086
er_smooth-rot-mnist_0,1,0,85.68181818181819,0.006887100636959,0,,,0,0.008748852647840977,0.005476072896271944,0.4773889183998108,0.5191709995269775
er_smooth-rot-mnist_0,1,1,86.36363636363636,0.0065304087136279,10,0.1,0.0,10,0.008748852647840977,0.005476072896271944,0.4773889183998108,0.5191709995269775
er_smooth-rot-mnist_0,1,2,86.36363636363636,0.0058175753802061,10,0.1,0.0,20,0.008748852647840977,0.005476072896271944,0.4773889183998108,0.5191709995269775
er_smooth-rot-mnist_0,1,5,74.54545454545455,0.0139995250512253,10,0.1,0.0,64,0.008748852647840977,0.005476072896271944,0.4773889183998108,0.5191709995269775
er_smooth-rot-mnist_0,1,10,91.81818181818184,0.0039525264704769,10,0.1,0.0,128,0.008748852647840977,0.005476072896271944,0.4773889183998108,0.5191709995269775
er_smooth-rot-mnist_0,2,0,41.81818181818181,0.0312582916834137,0,,,0,0.03405455872416496,0.021087191998958588,0.26640114188194275,0.47601354122161865
er_smooth-rot-mnist_0,2,1,42.04545454545455,0.0330334362658587,10,0.1,0.0,10,0.03405455872416496,0.021087191998958588,0.26640114188194275,0.47601354122161865
er_smooth-rot-mnist_0,2,2,17.727272727272727,0.0952075392007827,10,0.1,0.0,20,0.03405455872416496,0.021087191998958588,0.26640114188194275,0.47601354122161865
er_smooth-rot-mnist_0,2,5,63.63636363636363,0.01796241693876,10,0.1,0.0,64,0.03405455872416496,0.021087191998958588,0.26640114188194275,0.47601354122161865
er_smooth-rot-mnist_0,2,10,77.95454545454545,0.0118472939949821,10,0.1,0.0,128,0.03405455872416496,0.021087191998958588,0.26640114188194275,0.47601354122161865
er_smooth-rot-mnist_0,3,0,22.27272727272728,0.0536891352046619,0,,,0,0.024599358439445496,0.024599358439445496,0.2872020900249481,0.2872020900249481
er_smooth-rot-mnist_0,3,1,29.77272727272728,0.0485457374290986,10,0.1,0.0,10,0.024599358439445496,0.024599358439445496,0.2872020900249481,0.2872020900249481
er_smooth-rot-mnist_0,3,2,40.909090909090914,0.0365581074221567,10,0.1,0.0,20,0.024599358439445496,0.024599358439445496,0.2872020900249481,0.2872020900249481
er_smooth-rot-mnist_0,3,5,70.0,0.0163227405737746,10,0.1,0.0,64,0.024599358439445496,0.024599358439445496,0.2872020900249481,0.2872020900249481
er_smooth-rot-mnist_0,3,10,74.0909090909091,0.0128784414042126,10,0.1,0.0,128,0.024599358439445496,0.024599358439445496,0.2872020900249481,0.2872020900249481
er_smooth-rot-mnist_0,4,0,14.545454545454543,0.0670402017506686,0,,,0,0.03985748440027237,0.037123728543519974,0.31137189269065857,0.4228491187095642
er_smooth-rot-mnist_0,4,1,19.545454545454547,0.0943777767094698,10,0.1,0.0,10,0.03985748440027237,0.037123728543519974,0.31137189269065857,0.4228491187095642
er_smooth-rot-mnist_0,4,2,19.090909090909093,0.0593067138032479,10,0.1,0.0,20,0.03985748440027237,0.037123728543519974,0.31137189269065857,0.4228491187095642
er_smooth-rot-mnist_0,4,5,51.36363636363637,0.0285124813968485,10,0.1,0.0,64,0.03985748440027237,0.037123728543519974,0.31137189269065857,0.4228491187095642
er_smooth-rot-mnist_0,4,10,68.63636363636364,0.0152054477821696,10,0.1,0.0,128,0.03985748440027237,0.037123728543519974,0.31137189269065857,0.4228491187095642
er_smooth-rot-mnist_0,5,0,16.363636363636363,0.0654311131347309,0,,,0,0.033229224383831024,0.03157396614551544,0.40889406204223633,0.3785097301006317
er_smooth-rot-mnist_0,5,1,31.13636363636364,0.0473853940313512,10,0.1,0.0,10,0.033229224383831024,0.03157396614551544,0.40889406204223633,0.3785097301006317
er_smooth-rot-mnist_0,5,2,28.40909090909091,0.055661684105342,10,0.1,0.0,20,0.033229224383831024,0.03157396614551544,0.40889406204223633,0.3785097301006317
er_smooth-rot-mnist_0,5,5,46.81818181818182,0.0283708809451623,10,0.1,0.0,64,0.033229224383831024,0.03157396614551544,0.40889406204223633,0.3785097301006317
er_smooth-rot-mnist_0,5,10,77.95454545454545,0.0109537595036354,10,0.1,0.0,128,0.033229224383831024,0.03157396614551544,0.40889406204223633,0.3785097301006317
er_smooth-rot-mnist_0,6,0,18.63636363636364,0.0622391825372522,0,,,0,0.028264567255973816,0.028264567255973816,0.3101538121700287,0.3101538121700287
er_smooth-rot-mnist_0,6,1,27.27272727272727,0.0480609110810539,10,0.1,0.0,10,0.028264567255973816,0.028264567255973816,0.3101538121700287,0.3101538121700287
er_smooth-rot-mnist_0,6,2,38.40909090909091,0.0387646221301772,10,0.1,0.0,20,0.028264567255973816,0.028264567255973816,0.3101538121700287,0.3101538121700287
er_smooth-rot-mnist_0,6,5,53.63636363636364,0.0233654597266153,10,0.1,0.0,64,0.028264567255973816,0.028264567255973816,0.3101538121700287,0.3101538121700287
er_smooth-rot-mnist_0,6,10,73.63636363636363,0.0129896308888088,10,0.1,0.0,128,0.028264567255973816,0.028264567255973816,0.3101538121700287,0.3101538121700287
er_smooth-rot-mnist_0,7,0,34.090909090909086,0.0620255009694532,0,,,0,0.029859209433197975,0.029859209433197975,0.3388140797615051,0.3388140797615051
er_smooth-rot-mnist_0,7,1,44.09090909090909,0.0439005204899744,10,0.1,0.0,10,0.029859209433197975,0.029859209433197975,0.3388140797615051,0.3388140797615051
er_smooth-rot-mnist_0,7,2,42.04545454545455,0.0408738739111206,10,0.1,0.0,20,0.029859209433197975,0.029859209433197975,0.3388140797615051,0.3388140797615051
er_smooth-rot-mnist_0,7,5,54.090909090909086,0.0271226985210722,10,0.1,0.0,64,0.029859209433197975,0.029859209433197975,0.3388140797615051,0.3388140797615051
